#{"t_start": 1718623879.6417732, "env_id": "None"}
r,l,t--209.008046,102,33.719606
-190.276802,102,34.54968
-222.646759,102,35.390451
-213.97217,102,36.229803
-189.667374,102,37.06285
-174.96621,102,37.87973
-118.225201,102,38.689608
-111.072971,102,39.510255
-102.909209,102,40.340467
-133.135496,102,41.173507
-103.645697,102,41.969724
-107.203728,102,42.774773
-111.006718,102,43.583308
-196.137794,102,44.400429
-127.93142,102,45.202424
-115.188711,102,46.020244
-1424.571794,102,46.839536
-106.181618,102,47.680375
-229.425109,102,48.490427
-122.422101,102,49.300165
-1333.541354,102,50.109956
-119.984254,102,50.929994
-119.301717,102,51.743889
-115.859619,102,52.57054
-102.301949,102,53.380155
-187.567304,102,54.219886
-216.380478,102,55.046957
-242.87325,102,55.87184
-111.452973,102,56.669821
-100.452623,102,57.490041
-109.394496,102,58.319567
-201.051007,102,59.155425
-167.484567,102,59.973535
-198.311272,102,60.819813
-230.760891,102,61.638817
-217.162496,102,62.490492
-205.681539,102,63.320327
-112.745303,-4579.705393,42,119.113613
-52219.910565,80,120.009562
-4931.256964,43,120.483483
-3584.396139,43,120.955134
-56514.325988,93,121.989626
-4185.180245,42,122.439574
-4664.09903,42,122.929723
-34747.377791,75,123.733224
-56130.67796,97,124.72999
-4655.786815,46,125.249535
-3891.657586,42,125.747729
-60668.229994,88,126.739829
-3836.077275,42,127.201534
-3846.810961,44,127.699945
-60444.263215,96,128.720042
-85018.718528,102,129.809972
-59789.80515,82,130.679911
-76481.722854,102,131.78996
-70482.599435,102,132.749822
-1870.062461,70,133.429367
-73816.458398,102,134.409668
-67214.823686,102,135.433838
-68809.222792,102,136.42941
-20485.197596,69,137.110208
-69484.369112,102,138.049608
-63417.011635,102,139.089771
-69379.430588,102,140.018453
-71069.720748,102,141.05159
-73025.651341,102,142.021872
-33024.528456,69,142.759979
-33338.013419,69,143.429649
-70791.608583,102,144.433501
-45215.203661,77,145.169832
-34315.127099,70,145.874872
-35341.59758,69,146.549505
-34934.246067,69,147.243999
-30154.438193,69,147.940224
-64991.787262,102,148.979316
-69934.399909,102,232.659842
-63193.403031,102,233.622427
-5653.212105,102,234.770113
-7102.959165,102,235.73854
-8590.437558,102,236.689769
-76456.874708,102,237.64868
-81477.884074,102,238.605556
-84962.961727,102,239.589891
-1855.76325,71,240.300269
-60747.594749,102,241.289609
-76534.804186,102,242.293735
-2893.047568,73,243.009579
-3904.619372,84,243.940909
-32956.823115,102,244.950237
-80500.359139,102,245.893468
-70003.526863,102,246.840032
-65919.898831,102,247.809478
-78909.855908,102,248.799316
-6124.957588,102,249.813507
-63161.351709,102,250.818705
-65335.869439,102,251.768566
-5551.291789,102,252.749865
-76377.221689,102,253.880019
-3164.952288,58,254.49983
-3671.891099,54,255.171234
-990.770579,85,256.071529
-3637.584857,54,256.749425
-3577.269168,54,257.419496
-3028.904942,50,258.020034
-3567.761338,64,258.788401
-2046.652217,84,259.748525
-2169.605007,98,260.773741
-3309.112384,58,261.467477
-2674.346018,100,262.482675
157.429644
-126.336817,102,158.242224
-110.446134,102,159.06966
-109.816605,102,159.893661
-126.165696,102,160.713423
-104.908527,102,161.540514
-110.720176,102,162.359897
-116.757309,102,163.189706
-112.598337,102,164.02373
-1339.542447,102,164.848941
-111.072052,102,165.681238
-109.990743,102,166.490295
-106.707932,102,167.309697
-118.821396,102,168.130321
-107.430469,102,168.94125
-101.85717,102,169.771816
-1383.512155,102,170.593747
-130.248825,102,171.429949
-127.626022,102,172.250448
-112.670008,102,173.069742
-121.430806,102,173.889682
-123.532813,102,174.712037
-101.497032,102,175.524987
-109.263819,102,176.348951
-111.573495,102,177.170329
-116.36963,102,177.969899
-109.431789,102,178.842417
-100.468541,102,179.660605
-358.382932,102,180.522699
-122.008221,102,181.340677
-112.995769,102,182.159807
-100.955121,102,182.988643
-107.858793,102,183.810115
-128.696881,102,184.633665
-126.582478,102,185.450386
-114.258395,102,186.265505
-329.256144,102,187.129548
-112.413337,102,187.931466
-105.38129,102,188.749691
-238.39473,102,189.573823
-213.011017,102,190.419068
-185.677912,102,191.231692
-109.051663,102,192.049556
-137.647439,102,192.850527
-127.375539,102,193.679598
-128.258769,102,194.529747
-108.167639,102,195.360866
-108.075972,102,196.180166
-111.800473,102,197.010324
-101.432221,102,197.859507
-121.603981,102,198.669898
-117.467214,102,199.510221
-108.219398,102,200.34057
-131.966259,102,201.189936
-123.022686,102,202.023794
-114.819128,102,202.853474
-109.823797,102,203.659538
-1391.154836,102,204.480278
-122.638551,102,205.289716
-120.694787,102,206.109511
-138.68861,102,206.930263
-103.951552,102,207.739578
-109.234159,102,208.549973
-104.982461,102,209.350097
-1498.09325,102,210.172757
-120.123313,102,211.011401
-112.909604,102,211.993985
-193.759802,102,212.840513
-123.303323,102,213.670792
-109.088996,102,214.518714
-108.406802,102,215.320341
-99.979561,102,216.130265
-1439.348989,102,216.959831
-104.786613,102,217.779631
-110.364584,102,218.623695
-106.332369,102,219.449765
-104.714871,102,220.290117
-111.676491,102,221.109904
-108.578948,102,221.939619
-127.276016,102,222.77992
-103.174245,102,223.598734
-217.490781,102,224.443922
-236.390025,102,225.260434
-373.664971,102,226.090467
-189.746952,102,226.909884
-130.500759,102,227.728625
-111.00718,102,228.543913
-105.117072,102,260.010144
-109.253,102,260.800247
-100.648418,102,261.619987
-279.162895,102,262.449557
-109.668319,102,263.269747
-121.477411,102,264.070006
-121.013322,102,264.880226
-116.916517,102,265.699529
-124.659693,102,266.509545
-101.487673,102,267.313315
-111.535722,102,268.129512
-106.141426,102,268.923815
-109.327316,102,269.725674
-1536.122135,102,270.539852
-124.650404,102,271.359768
-103.040645,102,272.179568
-111.015856,102,272.999016
-109.293389,102,273.830714
-125.150162,102,274.649995
-122.155237,102,275.469767
-112.704529,102,276.290082
-112.832629,102,277.113913
-125.766076,102,277.937013
-106.794825,102,278.740052
-1371.446704,102,279.559684
-109.636771,102,280.379939
-121.419741,102,281.209028
-120.399336,102,282.022384
-116.327769,102,282.849938
-675.085662,102,283.682625
-121.727998,102,284.510645
-129.781002,102,285.330084
-1345.451224,102,286.143408
-110.982096,102,286.96021
-116.280511,102,287.779966
-125.802737,102,288.609645
-122.403362,102,289.419873
-109.864964,102,290.22031
-126.494995,102,291.039539
-128.654261,102,291.881295
-122.445011,102,292.689693
-110.377114,102,293.498593
-1321.493417,102,294.320356
-122.311694,102,295.123059
-106.252467,102,295.929508
-124.430224,102,296.752778
-115.955197,102,297.560378
-112.899024,102,298.383776
-110.462723,102,299.203102
-126.21063,102,300.01411
-112.588409,102,300.840008
-105.014824,102,301.643704
